Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,ROSEVILLE,405 Vernon St,"CIVIC GARAGE; Inside parking garage, 1st floor",Roseville,CA,95678,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.7473826,-121.2851065,6/14/2020,158925,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CB HARLEY,3201 Hoover Ave,DCFAST HOG; Outside - Customer facing,National City,CA,91950,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.653805,-117.101234,6/14/2020,158926,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.23 per kWh",,,,,,,,,
ELEC,CITY OF SOLVANG,1556 Mission Dr,PARKING LOT 3; -,Solvang,CA,93463,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.5959392,-120.1432482,6/14/2020,158927,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.45 per kWh,,,,,,,,,
ELEC,CITY OF SOLVANG,482 Alisal Rd,PARKING LOT 1; -,Solvang,CA,93463,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.5953121,-120.1379805,6/14/2020,158928,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.45 per kWh,,,,,,,,,
ELEC,BEACON GARAGE,250 King St,"250 KING ST 1; -
250 KING ST 2; -
250 KING ST 3; -
250 KING ST 4; -",San Francisco,CA,94107,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.777376,-122.393161,6/14/2020,158929,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.5 per hour, minimum payment of $2",,,,,,,,,
ELEC,SMBMI,26569 Community Center Dr,"4K 1
4K 2; -",Highland,CA,92346,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1510886,-117.2183512,6/14/2020,158930,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,DKNHOTELSRIRC,9373 Haven Ave,"DKN 2; PLEASE PLUG IN  FOR 3 MIN TO START
DKN 3; PLEASE PLUG IN  FOR 3 MIN TO START
DKN 4; PLEASE PLUG IN  FOR 3 MIN TO START",Rancho Cucamonga,CA,91730,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.083522,-117.57527,6/14/2020,158931,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,IRVINE COMPANY,6460 Irvine Blvd,WOODBURY TC 03; Stations are adjacent to Chick-Fil-A.,Irvine,CA,92620,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.6988017,-117.7406021,6/14/2020,158932,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
ELEC,HBHARLEY1,15080 Goldenwest Cir,DCFAST HOG,Westminster,CA,92683,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.7425016,-118.0011554,6/14/2020,158933,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.13 per kWh",,,,,,,,,
ELEC,BLN,27665 Forbes Rd,"GETTY STATION 1; -
GETTY STATION 2; -
GETTY STATION 3; -",Laguna Niguel,CA,92677,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.560969,-117.675897,6/14/2020,158934,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 3 hours, and $2 per additional hour",,,,,,,,,
ELEC,ELEMENT 1,1950 Wyatt Dr,"ELEMENT HOTEL 1; Near front parking area 
ELEMENT HOTEL 2; Near front parking area ",Santa Clara,CA,95054,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.388555,-121.95924,6/14/2020,158935,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.22 per kWh,,,,,,,,,
ELEC,DC CORRIDOR,290 Sierra College Dr,"GRASSVALLEY DC1; Briar Patch CoOp
GRASSVALLEY DC2; Briar Patch CoOp
GRASSVALLEY L2; In Briar Patch CoOp Parking Lot",Grass Valley,CA,95945,,888-758-4389,E,,Public,24 hours daily,,,,,,2,4,,ChargePoint Network,http://www.chargepoint.com/,200-9,39.234919,-121.053424,6/14/2020,158936,2020-06-14 09:21:15 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.1 per hour, $0.25 per kWh",,,,,,,,,
ELEC,UCSD,9300 Campus Point Dr Medical Center Dr,P751 MED CTR 1; Valet Parking lot at end of campus point dr.,San Diego,CA,92037,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.8791424,-117.2240833,6/14/2020,158937,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,
ELEC,HOAG HOSPITAL,42 Hoag Dr,"CONF CTR 1
CONF CTR 2",Newport Beach,CA,92663,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.624133,-117.931149,6/14/2020,158938,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,SIERRA HILL,641 N Fowler Ave,SIERRA 1,Clovis,CA,93611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.83943,-119.68331,6/14/2020,158939,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,QCOM,3135 Kifer Rd,"SCL-1; Only available to public between 8am and 5pm Mon-Fri 
SCL-2; Only available to public between 8am and 5pm Mon-Fri 
SCL-3; Only available to public between 8am and 5pm Mon-Fri ",Santa Clara,CA,95051,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.375375,-121.983499,6/14/2020,158940,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on time of day. $0.25 per kWh,,,,,,,,,
ELEC,EAGLES NEST HD,13900 Harlan Rd,DCFAST HOG; -,Lathrop,CA,95330,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.8321265,-121.286684,6/14/2020,158941,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CITYOFRIVERSIDE,8095 Lincoln Ave,CORP YARD #1,Riverside,CA,92504,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9235359,-117.4122253,6/14/2020,158942,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,NEPTUNE MARINA,14130 Marquesas Way,NM2,Marina del Rey,CA,90292,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9764404,-118.4584011,6/14/2020,158943,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per kWh,,,,,,,,,
ELEC,CVC CNTR GARAGE,100 Civic Center Dr,"CC 1; -
CC 2; -
CC 3; -
CC 4; -
CIVIC CENTER 1
CIVIC CENTER 2; -
CIVIC CENTER 3; -",Newport Beach,CA,92660,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.609331,-117.871656,6/14/2020,158944,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,
ELEC,IRVINE COMPANY,18013 Sky Park Cir,"THE SQUARE 01; -
THE SQUARE 02",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.687631,-117.856487,6/14/2020,158945,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
ELEC,DC CORRIDOR,2385 North St,"VITTLES DC; Vittles Family Restaurant - In Parking Lot off Ventura St, South Side
VITTLES L2; In parking lot off Ventura St. South Side",Anderson,CA,96007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,2,,ChargePoint Network,http://www.chargepoint.com/,200-9,40.454784,-122.29583,6/14/2020,158946,2020-06-14 09:21:15 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.1 per hour, $0.25 per kWh",,,,,,,,,
ELEC,IRVINE COMPANY,6501-6875 Quail Hill Pkwy,"QUAIL HILL 01; Stations are behind Starbucks.
QUAIL HILL 02; Stations are behind Starbucks.
QUAIL HILL 03; Stations are behind Starbucks.",Irvine,CA,92603,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.654222,-117.779332,6/14/2020,158947,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,
ELEC,LAHD,2635 W Orangethorpe Ave,DCFAST HOG,Fullerton,CA,92833,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.859413,-117.97493,6/14/2020,158948,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,TRAVISAFB,437 1st Street,"TRAVIS AFB ST1; This station can only be accessed  by Travis AFB ID holder
TRAVIS AFB ST2; Travis AFB only for people witg access to military base",Travis Air Force Base,CA,94535,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,38.27597,-121.939759,6/14/2020,158949,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 10 hours, and $5 per additional hour, $0.22 per kWh",,,,,,,,,
ELEC,DC CORRIDOR,27923 Sloan Canyon Rd,"DC CASTAIC 1; -
DC CASTAIC 2; -
L2 CASTAIC; Right side lot behind Las Rocas",Castaic,CA,91384,,888-758-4389,E,,Public,24 hours daily,,,,,,2,4,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.495552,-118.624907,6/14/2020,158950,2020-06-14 09:21:15 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"$0.1 per hour, $0.25 per kWh",,,,,,,,,
ELEC,ENTRANCE,4645 Morena Blvd,DCFAST HOG; Outside - Customer facing,San Diego,CA,92117,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.82236,-117.22662,6/14/2020,158951,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $5 per additional hour, $0.23 per kWh",,,,,,,,,
ELEC,COVINA EV,534 Barranca Ave,PUBLIC WORKS,Covina,CA,91723,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0917537,-117.8812109,6/14/2020,158952,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.39 per kWh, minimum payment of $1",,,,,,,,,
ELEC,PARAMOUNT CITY,7925 Somerset Blvd,SUBSTATION; Neat to the main entrance ,Paramount,CA,90723,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8968096,-118.1605635,6/14/2020,158953,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $2 per additional hour",,,,,,,,,
ELEC,SIGNAL HILL,1800 E Hill St,LIBRARY,Signal Hill,CA,90755,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.796784,-118.1692254,6/14/2020,158954,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $2.5 per additional hour, $0.55 per kWh",,,,,,,,,
ELEC,LANCASTER,44933 Fern Ave,"CH CHARGER 1; -
CH CHARGER 2; -
CH CHARGER 3; -
CH CHARGER 4; -
CH CHARGER 5; -",Lancaster,CA,93534,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.698914,-118.145218,6/14/2020,158955,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $5 per additional hour",,,,,,,,,
ELEC,ALMAEVCP,1010 Alma St,ALMA STREET; Locate on Alma st,Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4544222,-122.1811812,6/14/2020,158956,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 3 hours, and $1.5 per additional hour from 5:00 AM to 7:00 PM, maximum payment of $15",,,,,,,,,
ELEC,STADIUM LOFTS,1801 E Katella Ave,"EV CHARGER 01; Stadium Lofts Community. For Residents and Guests Only.
EV CHARGER 02; Stadium Lofts Community. For Residents and Guests Only.",Anaheim,CA,92805,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.80433,-117.890219,6/14/2020,158957,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $3 per additional hour, $0.35 per kWh",,,,,,,,,
ELEC,DKNHOTELSRIRC,9323 Haven Ave,DKN 1; PLEASE PLUG IN  FOR 3 MIN TO START,Rancho Cucamonga,CA,91730,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0842153,-117.5742359,6/14/2020,158958,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CITYOFBERKELEY,2165 Kittredge St,"OXFORD GARAGE 1; Oxford Parking Garage. Serves spaces labeled 58 and 59.
OXFORD GARAGE 2; Inside the garage area ",Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.868856,-122.266685,6/14/2020,158959,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per hour,,,,,,,,,
ELEC,CITY OF SB EV2,215 Helena Ave,"EV STATION 6; South public parking of Wayfarer hotel
EV STATION 7; South public parking lot of Wayfarer hotel",Santa Barbara,CA,93101,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.4145,-119.691371,6/14/2020,158960,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on time of day. $0.35 per kWh from 4:00 PM to 9:00 PM,,,,,,,,,
ELEC,CITYOFBERKELEY,2450 Durant Ave,"T-C GARAGE #1; Telegraph-Channing Parking Garage, 2nd floor, adjacent to the elevator. This location provides universal accessibility; please use stations on 5th floor if able.
T-C GARAGE #2; Telegraph-Channing Parking Garage, 5th floor. Serves spaces labeled 564 and 569.
T-C GARAGE #3; 5th floor garage
T-C GARAGE 4; 2nd floor garage area ",Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.867469,-122.260082,6/14/2020,158961,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per hour,,,,,,,,,
ELEC,SOUTHCOASTPLAZA,3333 Bristol St,"DOCK H 01; Station is outdoors adjacent to the North Parking Structure.
NO.PARKVALET 01; Stations are on P2 of the North Parking Structure Adjacent to the Valet.
NO.PARKVALET 02; Stations are on P2 of the North Parking Structure Adjacent to the Valet.
NO.PARKVALET 04; North Parking Structure Level P2 by Valet Stand.
NO.PARKVALET 05; North Parking Structure Level P2 by Valet Stand.
NO.PARKVALET 06; North Parking Structure Level P2 by Valet Stand.
NO.PARKVALET 07; -
NO.PARKVALET 08; -
NO.PARKVALET 09; -",Costa Mesa,CA,92626,,888-758-4389,E,,Public,24 hours daily,,,,,,16,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.691171,-117.88971,6/14/2020,158962,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,OAKLAND H-D,151 Hegenberger Rd,DCFAST HOG; Front of parking area ,Oakland,CA,94621,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.73081,-122.200066,6/14/2020,158963,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,QCOM,4161 Campus Point Ct,SAN-BB-1; Next to basketball court,San Diego,CA,92121,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.8888085,-117.2264025,6/14/2020,158964,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on time of day. $0.25 per kWh,,,,,,,,,
ELEC,THE TORRANCE,21250 Hawthorne Blvd,"THE TORRANCE 1; Located on P1
THE TORRANCE 2; Located on P1
THE TORRANCE 3; Located on P1
THE TORRANCE 4; Located on P1",Torrance,CA,90503,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.836059,-118.352229,6/14/2020,158965,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $5 per additional hour, $1 per kWh",,,,,,,,,
ELEC,PARAMOUNT CITY,16401 Paramount Blvd,CITY HALL; Near to the main front entrance,Paramount,CA,90723,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8850314,-118.1603568,6/14/2020,158966,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 2 hours, and $2 per additional hour",,,,,,,,,
ELEC,UCSD,7835 Trade St.,TRADE STREET 1,San Diego,CA,92126,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.8891272,-117.1518196,6/14/2020,158967,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,
ELEC,ROCKLINEV1,4401 Granite Dr,DCFAST HOG; Outside - Customer facing,Rocklin,CA,95677,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.7984121,-121.212295,6/14/2020,158968,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,SIERRA VISTA,1822 N Placentia Ave,PLACENTIA MALL3,Placentia,CA,92870,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8951319,-117.8711461,6/14/2020,158969,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,DE SOTO SQUARE,9157 De Soto Ave,KRTV,Los Angeles,CA,91311,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2370687,-118.5892222,6/14/2020,158970,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,SIERRA VISTA,1872 N Placentia Ave,PLACENTIA MALL1,Placentia,CA,92870,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.895857,-117.87101,6/14/2020,158971,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SANTA MONICA,601 Santa Monica Blvd,"LIBRARY 1; Level P1 of parking structure, open 8am-11pm
LIBRARY 2; Garage level P1, open 8am-11pm
LIBRARY 3; Level P1,  Limited Cell Signal
LIBRARY 4; Level P1 of parking structure, open 8am-11pm
LIBRARY 5; Garage level P1, open 8am-11pm
LIBRARY 6; ADA only, Limited Cell Signal",Santa Monica,CA,90401,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.018111,-118.493401,6/14/2020,158972,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,SIERRA VISTA,1858 N Placentia Ave,PLACENTIA MALL2; -,Placentia,CA,92870,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8953714,-117.8707779,6/14/2020,158973,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,LINCOLN4141,4141 Lincoln Blvd,DCFAST HOG; Outside - Customer facing,Marina del Rey,CA,90292,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.98724,-118.445114,6/14/2020,158974,2020-06-14 09:21:15 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,57 WHEELER,57 Wheeler Ave,"RETAIL 1
RETAIL 2",Arcadia,CA,91006,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.141501,-118.028905,6/14/2020,158975,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $2 per additional hour, $0.2 per kWh",,,,,,,,,
ELEC,CITYOF EL MONTE,10707 Valley Mall,"PARKING LOT 1; -
PARKING LOT 2",El Monte,CA,91731,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.075859,-118.039833,6/14/2020,158976,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,QGO,10445 Glenoaks Blvd,"QUIXOTE 1
QUIXOTE 2",Los Angeles,CA,91331,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.259396,-118.398286,6/14/2020,158977,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CITY OF VENTURA,336 Sanjon rd,MAINTENANCE YAR; -,Ventura,CA,93002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2755246,-119.2801387,6/14/2020,158978,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,CITY OF VENTURA,501 Poli St,"CITY HALL 1
CITY HALL 2",Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.281889,-119.292427,6/14/2020,158979,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,ORACLE PLS,5815 Owens Dr,5803 OWENS; Southwest corner on 1st floor of parking garage,Pleasanton,CA,94588,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.6994961,-121.8903857,6/14/2020,158980,2020-06-14 09:21:15 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 5 hours, and $5 per additional hour, $0.16 per kWh",,,,,,,,,
